Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,2753862,-,-,-,42.32,-72.91,-5,271,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.2.2
Year,Month,Day,Hour,Minute,GHI,DNI
2020,6,4,23,15,0,0
2020,6,4,23,30,0,0
2020,6,4,23,45,0,0
2020,6,5,0,0,0,0
2020,6,5,0,15,0,0
2020,6,5,0,30,0,0
2020,6,5,0,45,0,0
2020,6,5,1,0,0,0
2020,6,5,1,15,0,0
2020,6,5,1,30,0,0
2020,6,5,1,45,0,0
2020,6,5,2,0,0,0
2020,6,5,2,15,0,0
2020,6,5,2,30,0,0
2020,6,5,2,45,0,0
2020,6,5,3,0,0,0
2020,6,5,3,15,0,0
2020,6,5,3,30,0,0
2020,6,5,3,45,0,0
2020,6,5,4,0,0,0
2020,6,5,4,15,0,0
2020,6,5,4,30,4,0
2020,6,5,4,45,8,0
2020,6,5,5,0,16,0
2020,6,5,5,15,46,0
2020,6,5,5,30,42,0
2020,6,5,5,45,58,0
2020,6,5,6,0,62,0
2020,6,5,6,15,87,0
2020,6,5,6,30,138,16
2020,6,5,6,45,105,0
2020,6,5,7,0,178,23
2020,6,5,7,15,91,0
2020,6,5,7,30,107,0
2020,6,5,7,45,171,3
2020,6,5,8,0,203,10
2020,6,5,8,15,240,17
2020,6,5,8,30,209,9
2020,6,5,8,45,230,11
2020,6,5,9,0,338,38
2020,6,5,9,15,348,36
2020,6,5,9,30,436,74
2020,6,5,9,45,504,116
2020,6,5,10,0,385,36
2020,6,5,10,15,301,17
2020,6,5,10,30,310,17
2020,6,5,10,45,427,41
2020,6,5,11,0,522,84
2020,6,5,11,15,681,234
2020,6,5,11,30,678,224
2020,6,5,11,45,730,295
2020,6,5,12,0,703,254
2020,6,5,12,15,692,243
2020,6,5,12,30,667,217
2020,6,5,12,45,656,214
2020,6,5,13,0,667,242
2020,6,5,13,15,627,206
2020,6,5,13,30,614,208
2020,6,5,13,45,651,290
2020,6,5,14,0,817,820
2020,6,5,14,15,788,812
2020,6,5,14,30,756,803
2020,6,5,14,45,722,793
2020,6,5,15,0,687,783
2020,6,5,15,15,649,769
2020,6,5,15,30,608,755
2020,6,5,15,45,566,736
2020,6,5,16,0,523,717
2020,6,5,16,15,428,473
2020,6,5,16,30,375,415
2020,6,5,16,45,331,387
2020,6,5,17,0,269,284
2020,6,5,17,15,297,574
2020,6,5,17,30,252,533
2020,6,5,17,45,158,209
2020,6,5,18,0,124,178
2020,6,5,18,15,125,362
2020,6,5,18,30,88,287
2020,6,5,18,45,55,202
2020,6,5,19,0,22,30
2020,6,5,19,15,4,0
2020,6,5,19,30,0,0
2020,6,5,19,45,0,0
2020,6,5,20,0,0,0
2020,6,5,20,15,0,0
2020,6,5,20,30,0,0
2020,6,5,20,45,0,0
2020,6,5,21,0,0,0
2020,6,5,21,15,0,0
2020,6,5,21,30,0,0
2020,6,5,21,45,0,0
2020,6,5,22,0,0,0
2020,6,5,22,15,0,0
2020,6,5,22,30,0,0
2020,6,5,22,45,0,0
2020,6,5,23,0,0,0
2020,6,5,23,15,0,0
2020,6,5,23,30,0,0
2020,6,5,23,45,0,0
2020,6,6,0,0,0,0
2020,6,6,0,15,0,0
2020,6,6,0,30,0,0
2020,6,6,0,45,0,0
2020,6,6,1,0,0,0
2020,6,6,1,15,0,0
2020,6,6,1,30,0,0
2020,6,6,1,45,0,0
2020,6,6,2,0,0,0
2020,6,6,2,15,0,0
2020,6,6,2,30,0,0
2020,6,6,2,45,0,0
2020,6,6,3,0,0,0
2020,6,6,3,15,0,0
2020,6,6,3,30,0,0
2020,6,6,3,45,0,0
2020,6,6,4,0,0,0
2020,6,6,4,15,0,0
2020,6,6,4,30,14,50
2020,6,6,4,45,36,146
2020,6,6,5,0,65,239
2020,6,6,5,15,100,322
2020,6,6,5,30,139,395
2020,6,6,5,45,182,473
2020,6,6,6,0,225,525
2020,6,6,6,15,270,570
2020,6,6,6,30,315,609
2020,6,6,6,45,362,646
2020,6,6,7,0,408,675
2020,6,6,7,15,454,701
2020,6,6,7,30,499,724
2020,6,6,7,45,541,732
2020,6,6,8,0,584,750
2020,6,6,8,15,626,766
2020,6,6,8,30,666,781
2020,6,6,8,45,701,784
2020,6,6,9,0,736,795
2020,6,6,9,15,771,807
2020,6,6,9,30,802,815
2020,6,6,9,45,829,817
2020,6,6,10,0,854,823
2020,6,6,10,15,877,829
2020,6,6,10,30,898,835
2020,6,6,10,45,913,834
2020,6,6,11,0,561,112
2020,6,6,11,15,936,840
2020,6,6,11,30,603,140
2020,6,6,11,45,946,844
2020,6,6,12,0,292,15
2020,6,6,12,15,40,0
2020,6,6,12,30,44,0
2020,6,6,12,45,267,14
2020,6,6,13,0,41,0
2020,6,6,13,15,48,0
2020,6,6,13,30,55,0
2020,6,6,13,45,318,20
2020,6,6,14,0,833,852
2020,6,6,14,15,806,846
2020,6,6,14,30,773,838
2020,6,6,14,45,743,846
2020,6,6,15,0,708,837
2020,6,6,15,15,669,825
2020,6,6,15,30,629,813
2020,6,6,15,45,589,809
2020,6,6,16,0,547,794
2020,6,6,16,15,503,777
2020,6,6,16,30,457,755
2020,6,6,16,45,411,735
2020,6,6,17,0,364,707
2020,6,6,17,15,318,676
2020,6,6,17,30,271,638
2020,6,6,17,45,226,593
2020,6,6,18,0,181,541
2020,6,6,18,15,138,477
2020,6,6,18,30,99,401
2020,6,6,18,45,63,308
2020,6,6,19,0,33,192
2020,6,6,19,15,12,72
2020,6,6,19,30,0,0
2020,6,6,19,45,0,0
2020,6,6,20,0,0,0
2020,6,6,20,15,0,0
2020,6,6,20,30,0,0
2020,6,6,20,45,0,0
2020,6,6,21,0,0,0
2020,6,6,21,15,0,0
2020,6,6,21,30,0,0
2020,6,6,21,45,0,0
2020,6,6,22,0,0,0
2020,6,6,22,15,0,0
2020,6,6,22,30,0,0
2020,6,6,22,45,0,0
2020,6,6,23,0,0,0
2020,6,6,23,15,0,0
2020,6,6,23,30,0,0
2020,6,6,23,45,0,0
2020,6,7,0,0,0,0
2020,6,7,0,15,0,0
2020,6,7,0,30,0,0
2020,6,7,0,45,0,0
2020,6,7,1,0,0,0
2020,6,7,1,15,0,0
2020,6,7,1,30,0,0
2020,6,7,1,45,0,0
2020,6,7,2,0,0,0
2020,6,7,2,15,0,0
2020,6,7,2,30,0,0
2020,6,7,2,45,0,0
2020,6,7,3,0,0,0
2020,6,7,3,15,0,0
2020,6,7,3,30,0,0
2020,6,7,3,45,0,0
2020,6,7,4,0,0,0
2020,6,7,4,15,0,0
2020,6,7,4,30,18,164
2020,6,7,4,45,43,295
2020,6,7,5,0,76,401
2020,6,7,5,15,114,487
2020,6,7,5,30,155,556
2020,6,7,5,45,199,609
2020,6,7,6,0,246,659
2020,6,7,6,15,292,699
2020,6,7,6,30,340,733
2020,6,7,6,45,389,765
2020,6,7,7,0,437,790
2020,6,7,7,15,484,812
2020,6,7,7,30,531,832
2020,6,7,7,45,578,853
2020,6,7,8,0,623,868
2020,6,7,8,15,665,882
2020,6,7,8,30,707,893
2020,6,7,8,45,746,905
2020,6,7,9,0,783,915
2020,6,7,9,15,820,925
2020,6,7,9,30,852,932
2020,6,7,9,45,877,924
2020,6,7,10,0,904,930
2020,6,7,10,15,927,935
2020,6,7,10,30,947,939
2020,6,7,10,45,963,936
2020,6,7,11,0,976,939
2020,6,7,11,15,986,941
2020,6,7,11,30,993,942
2020,6,7,11,45,995,937
2020,6,7,12,0,995,937
2020,6,7,12,15,710,268
2020,6,7,12,30,983,935
2020,6,7,12,45,968,915
2020,6,7,13,0,954,912
2020,6,7,13,15,648,233
2020,6,7,13,30,443,56
2020,6,7,13,45,711,422
2020,6,7,14,0,726,491
2020,6,7,14,15,832,884
2020,6,7,14,30,467,121
2020,6,7,14,45,436,110
2020,6,7,15,0,489,212
2020,6,7,15,15,289,32
2020,6,7,15,30,294,44
2020,6,7,15,45,228,18
2020,6,7,16,0,218,20
2020,6,7,16,15,514,785
2020,6,7,16,30,467,763
2020,6,7,16,45,112,0
2020,6,7,17,0,227,145
2020,6,7,17,15,325,684
2020,6,7,17,30,277,646
2020,6,7,17,45,232,616
2020,6,7,18,0,187,564
2020,6,7,18,15,144,502
2020,6,7,18,30,60,64
2020,6,7,18,45,43,81
2020,6,7,19,0,20,0
2020,6,7,19,15,6,0
2020,6,7,19,30,0,0
2020,6,7,19,45,0,0
2020,6,7,20,0,0,0
2020,6,7,20,15,0,0
2020,6,7,20,30,0,0
2020,6,7,20,45,0,0
2020,6,7,21,0,0,0
2020,6,7,21,15,0,0
2020,6,7,21,30,0,0
2020,6,7,21,45,0,0
2020,6,7,22,0,0,0
2020,6,7,22,15,0,0
2020,6,7,22,30,0,0
2020,6,7,22,45,0,0
2020,6,7,23,0,0,0
2020,6,7,23,15,0,0
2020,6,7,23,30,0,0
2020,6,7,23,45,0,0
2020,6,8,0,0,0,0
2020,6,8,0,15,0,0
2020,6,8,0,30,0,0
2020,6,8,0,45,0,0
2020,6,8,1,0,0,0
2020,6,8,1,15,0,0
2020,6,8,1,30,0,0
2020,6,8,1,45,0,0
2020,6,8,2,0,0,0
2020,6,8,2,15,0,0
2020,6,8,2,30,0,0
2020,6,8,2,45,0,0
2020,6,8,3,0,0,0
2020,6,8,3,15,0,0
2020,6,8,3,30,0,0
2020,6,8,3,45,0,0
2020,6,8,4,0,0,0
2020,6,8,4,15,0,0
2020,6,8,4,30,19,158
2020,6,8,4,45,44,296
2020,6,8,5,0,78,404
2020,6,8,5,15,116,491
2020,6,8,5,30,158,561
2020,6,8,5,45,203,626
2020,6,8,6,0,250,673
2020,6,8,6,15,297,713
2020,6,8,6,30,345,747
2020,6,8,6,45,393,777
2020,6,8,7,0,441,802
2020,6,8,7,15,489,824
2020,6,8,7,30,536,843
2020,6,8,7,45,581,857
2020,6,8,8,0,626,872
2020,6,8,8,15,669,885
2020,6,8,8,30,710,897
2020,6,8,8,45,749,906
2020,6,8,9,0,784,912
2020,6,8,9,15,818,920
2020,6,8,9,30,850,927
2020,6,8,9,45,879,934
2020,6,8,10,0,905,939
2020,6,8,10,15,928,944
2020,6,8,10,30,948,947
2020,6,8,10,45,965,952
2020,6,8,11,0,979,954
2020,6,8,11,15,989,956
2020,6,8,11,30,995,957
2020,6,8,11,45,998,956
2020,6,8,12,0,998,956
2020,6,8,12,15,994,956
2020,6,8,12,30,986,954
2020,6,8,12,45,976,952
2020,6,8,13,0,961,950
2020,6,8,13,15,944,946
2020,6,8,13,30,923,942
2020,6,8,13,45,899,938
2020,6,8,14,0,870,929
2020,6,8,14,15,841,923
2020,6,8,14,30,808,916
2020,6,8,14,45,774,909
2020,6,8,15,0,736,899
2020,6,8,15,15,695,886
2020,6,8,15,30,654,874
2020,6,8,15,45,611,863
2020,6,8,16,0,565,845
2020,6,8,16,15,520,828
2020,6,8,16,30,472,805
2020,6,8,16,45,424,781
2020,6,8,17,0,377,755
2020,6,8,17,15,328,722
2020,6,8,17,30,256,564
2020,6,8,17,45,215,541
2020,6,8,18,0,145,290
2020,6,8,18,15,145,521
2020,6,8,18,30,68,117
2020,6,8,18,45,44,84
2020,6,8,19,0,26,69
2020,6,8,19,15,8,0
2020,6,8,19,30,0,0
2020,6,8,19,45,0,0
2020,6,8,20,0,0,0
2020,6,8,20,15,0,0
2020,6,8,20,30,0,0
2020,6,8,20,45,0,0
2020,6,8,21,0,0,0
2020,6,8,21,15,0,0
2020,6,8,21,30,0,0
2020,6,8,21,45,0,0
2020,6,8,22,0,0,0
2020,6,8,22,15,0,0
2020,6,8,22,30,0,0
2020,6,8,22,45,0,0
2020,6,8,23,0,0,0
2020,6,8,23,15,0,0
2020,6,8,23,30,0,0
2020,6,8,23,45,0,0
2020,6,9,0,0,0,0
2020,6,9,0,15,0,0
2020,6,9,0,30,0,0
2020,6,9,0,45,0,0
2020,6,9,1,0,0,0
2020,6,9,1,15,0,0
2020,6,9,1,30,0,0
2020,6,9,1,45,0,0
2020,6,9,2,0,0,0
2020,6,9,2,15,0,0
2020,6,9,2,30,0,0
2020,6,9,2,45,0,0
2020,6,9,3,0,0,0
2020,6,9,3,15,0,0
2020,6,9,3,30,0,0
2020,6,9,3,45,0,0
2020,6,9,4,0,0,0
2020,6,9,4,15,0,0
2020,6,9,4,30,7,0
2020,6,9,4,45,40,194
2020,6,9,5,0,70,292
2020,6,9,5,15,106,376
2020,6,9,5,30,146,448
2020,6,9,5,45,188,509
2020,6,9,6,0,232,560
2020,6,9,6,15,278,604
2020,6,9,6,30,324,641
2020,6,9,6,45,371,679
2020,6,9,7,0,418,707
2020,6,9,7,15,232,56
2020,6,9,7,30,382,291
2020,6,9,7,45,555,779
2020,6,9,8,0,598,796
2020,6,9,8,15,400,146
2020,6,9,8,30,433,157
2020,6,9,8,45,720,839
2020,6,9,9,0,431,100
2020,6,9,9,15,388,55
2020,6,9,9,30,381,44
2020,6,9,9,45,548,161
2020,6,9,10,0,868,849
2020,6,9,10,15,890,855
2020,6,9,10,30,907,857
2020,6,9,10,45,927,872
2020,6,9,11,0,756,378
2020,6,9,11,15,950,878
2020,6,9,11,30,955,877
2020,6,9,11,45,958,879
2020,6,9,12,0,959,878
2020,6,9,12,15,953,876
2020,6,9,12,30,946,874
2020,6,9,12,45,938,888
2020,6,9,13,0,924,885
2020,6,9,13,15,907,881
2020,6,9,13,30,886,875
2020,6,9,13,45,860,862
2020,6,9,14,0,833,854
2020,6,9,14,15,803,845
2020,6,9,14,30,771,837
2020,6,9,14,45,736,825
2020,6,9,15,0,699,812
2020,6,9,15,15,661,800
2020,6,9,15,30,619,785
2020,6,9,15,45,578,771
2020,6,9,16,0,419,319
2020,6,9,16,15,337,194
2020,6,9,16,30,216,43
2020,6,9,16,45,178,25
2020,6,9,17,0,268,265
2020,6,9,17,15,225,225
2020,6,9,17,30,196,231
2020,6,9,17,45,151,161
2020,6,9,18,0,113,107
2020,6,9,18,15,62,0
2020,6,9,18,30,47,0
2020,6,9,18,45,61,249
2020,6,9,19,0,33,157
2020,6,9,19,15,13,61
2020,6,9,19,30,0,0
2020,6,9,19,45,0,0
2020,6,9,20,0,0,0
2020,6,9,20,15,0,0
2020,6,9,20,30,0,0
2020,6,9,20,45,0,0
2020,6,9,21,0,0,0
2020,6,9,21,15,0,0
2020,6,9,21,30,0,0
2020,6,9,21,45,0,0
2020,6,9,22,0,0,0
2020,6,9,22,15,0,0
2020,6,9,22,30,0,0
2020,6,9,22,45,0,0
2020,6,9,23,0,0,0
2020,6,9,23,15,0,0
2020,6,9,23,30,0,0
2020,6,9,23,45,0,0
2020,6,10,0,0,0,0
2020,6,10,0,15,0,0
2020,6,10,0,30,0,0
2020,6,10,0,45,0,0
2020,6,10,1,0,0,0
2020,6,10,1,15,0,0
2020,6,10,1,30,0,0
2020,6,10,1,45,0,0
2020,6,10,2,0,0,0
2020,6,10,2,15,0,0
2020,6,10,2,30,0,0
2020,6,10,2,45,0,0
2020,6,10,3,0,0,0
2020,6,10,3,15,0,0
2020,6,10,3,30,0,0
2020,6,10,3,45,0,0
2020,6,10,4,0,0,0
2020,6,10,4,15,0,0
2020,6,10,4,30,16,96
2020,6,10,4,45,39,206
2020,6,10,5,0,37,4
2020,6,10,5,15,106,387
2020,6,10,5,30,145,457
2020,6,10,5,45,188,524
2020,6,10,6,0,205,421
2020,6,10,6,15,277,616
2020,6,10,6,30,322,652
2020,6,10,6,45,269,248
2020,6,10,7,0,366,487
2020,6,10,7,15,401,473
2020,6,10,7,30,298,111
2020,6,10,7,45,474,472
2020,6,10,8,0,468,345
2020,6,10,8,15,518,387
2020,6,10,8,30,673,817
2020,6,10,8,45,710,819
2020,6,10,9,0,745,830
2020,6,10,9,15,647,422
2020,6,10,9,30,670,418
2020,6,10,9,45,829,819
2020,6,10,10,0,740,465
2020,6,10,10,15,738,428
2020,6,10,10,30,731,375
2020,6,10,10,45,743,373
2020,6,10,11,0,741,339
2020,6,10,11,15,931,832
2020,6,10,11,30,937,833
2020,6,10,11,45,935,817
2020,6,10,12,0,935,817
2020,6,10,12,15,442,41
2020,6,10,12,30,609,151
2020,6,10,12,45,913,814
2020,6,10,13,0,604,162
2020,6,10,13,15,483,71
2020,6,10,13,30,683,310
2020,6,10,13,45,509,108
2020,6,10,14,0,517,131
2020,6,10,14,15,549,192
2020,6,10,14,30,578,275
2020,6,10,14,45,471,148
2020,6,10,15,0,573,380
2020,6,10,15,15,370,87
2020,6,10,15,30,313,55
2020,6,10,15,45,276,43
2020,6,10,16,0,286,69
2020,6,10,16,15,166,4
2020,6,10,16,30,49,0
2020,6,10,16,45,18,0
2020,6,10,17,0,111,0
2020,6,10,17,15,200,142
2020,6,10,17,30,187,190
2020,6,10,17,45,123,62
2020,6,10,18,0,55,0
2020,6,10,18,15,65,3
2020,6,10,18,30,44,0
2020,6,10,18,45,30,0
2020,6,10,19,0,11,0
2020,6,10,19,15,4,0
2020,6,10,19,30,0,0
2020,6,10,19,45,0,0
2020,6,10,20,0,0,0
2020,6,10,20,15,0,0
2020,6,10,20,30,0,0
2020,6,10,20,45,0,0
2020,6,10,21,0,0,0
2020,6,10,21,15,0,0
2020,6,10,21,30,0,0
2020,6,10,21,45,0,0
2020,6,10,22,0,0,0
2020,6,10,22,15,0,0
2020,6,10,22,30,0,0
2020,6,10,22,45,0,0
2020,6,10,23,0,0,0
2020,6,10,23,15,0,0
2020,6,10,23,30,0,0
2020,6,10,23,45,0,0
2020,6,11,0,0,0,0
2020,6,11,0,15,0,0
2020,6,11,0,30,0,0
2020,6,11,0,45,0,0
2020,6,11,1,0,0,0
2020,6,11,1,15,0,0
2020,6,11,1,30,0,0
2020,6,11,1,45,0,0
2020,6,11,2,0,0,0
2020,6,11,2,15,0,0
2020,6,11,2,30,0,0
2020,6,11,2,45,0,0
2020,6,11,3,0,0,0
2020,6,11,3,15,0,0
2020,6,11,3,30,0,0
2020,6,11,3,45,0,0
2020,6,11,4,0,0,0
2020,6,11,4,15,0,0
2020,6,11,4,30,4,0
2020,6,11,4,45,15,0
2020,6,11,5,0,22,0
2020,6,11,5,15,7,0
2020,6,11,5,30,18,0
2020,6,11,5,45,68,0
2020,6,11,6,0,8,0
2020,6,11,6,15,26,0
2020,6,11,6,30,20,0
2020,6,11,6,45,59,0
2020,6,11,7,0,99,0
2020,6,11,7,15,172,9
2020,6,11,7,30,81,0
2020,6,11,7,45,23,0
2020,6,11,8,0,73,0
2020,6,11,8,15,28,0
2020,6,11,8,30,76,0
2020,6,11,8,45,32,0
2020,6,11,9,0,46,0
2020,6,11,9,15,40,0
2020,6,11,9,30,30,0
2020,6,11,9,45,33,0
2020,6,11,10,0,97,0
2020,6,11,10,15,130,0
2020,6,11,10,30,137,1
2020,6,11,10,45,137,1
2020,6,11,11,0,514,79
2020,6,11,11,15,347,20
2020,6,11,11,30,366,23
2020,6,11,11,45,369,23
2020,6,11,12,0,933,831
2020,6,11,12,15,469,51
2020,6,11,12,30,559,106
2020,6,11,12,45,609,157
2020,6,11,13,0,513,84
2020,6,11,13,15,581,150
2020,6,11,13,30,594,179
2020,6,11,13,45,655,291
2020,6,11,14,0,282,16
2020,6,11,14,15,777,751
2020,6,11,14,30,595,305
2020,6,11,14,45,714,734
2020,6,11,15,0,339,48
2020,6,11,15,15,202,7
2020,6,11,15,30,225,13
2020,6,11,15,45,432,266
2020,6,11,16,0,101,0
2020,6,11,16,15,216,27
2020,6,11,16,30,189,20
2020,6,11,16,45,114,0
2020,6,11,17,0,121,0
2020,6,11,17,15,74,0
2020,6,11,17,30,18,0
2020,6,11,17,45,8,0
2020,6,11,18,0,93,31
2020,6,11,18,15,80,55
2020,6,11,18,30,45,0
2020,6,11,18,45,40,37
2020,6,11,19,0,18,0
2020,6,11,19,15,8,0
2020,6,11,19,30,0,0
2020,6,11,19,45,0,0
2020,6,11,20,0,0,0
2020,6,11,20,15,0,0
2020,6,11,20,30,0,0
2020,6,11,20,45,0,0
2020,6,11,21,0,0,0
2020,6,11,21,15,0,0
2020,6,11,21,30,0,0
2020,6,11,21,45,0,0
2020,6,11,22,0,0,0
2020,6,11,22,15,0,0
2020,6,11,22,30,0,0
2020,6,11,22,45,0,0
2020,6,11,23,0,0,0
2020,6,11,23,15,0,0
2020,6,11,23,30,0,0
2020,6,11,23,45,0,0
2020,6,12,0,0,0,0
2020,6,12,0,15,0,0
2020,6,12,0,30,0,0
2020,6,12,0,45,0,0
2020,6,12,1,0,0,0
2020,6,12,1,15,0,0
2020,6,12,1,30,0,0
2020,6,12,1,45,0,0
2020,6,12,2,0,0,0
2020,6,12,2,15,0,0
2020,6,12,2,30,0,0
2020,6,12,2,45,0,0
2020,6,12,3,0,0,0
2020,6,12,3,15,0,0
2020,6,12,3,30,0,0
2020,6,12,3,45,0,0
2020,6,12,4,0,0,0
2020,6,12,4,15,0,0
2020,6,12,4,30,11,0
2020,6,12,4,45,26,20
2020,6,12,5,0,47,76
2020,6,12,5,15,117,482
2020,6,12,5,30,158,553
2020,6,12,5,45,204,614
2020,6,12,6,0,250,662
2020,6,12,6,15,298,706
2020,6,12,6,30,346,740
2020,6,12,6,45,395,770
2020,6,12,7,0,443,796
2020,6,12,7,15,491,818
2020,6,12,7,30,538,838
2020,6,12,7,45,583,852
2020,6,12,8,0,630,871
2020,6,12,8,15,671,881
2020,6,12,8,30,713,893
2020,6,12,8,45,752,902
2020,6,12,9,0,789,911
2020,6,12,9,15,821,916
2020,6,12,9,30,853,924
2020,6,12,9,45,876,912
2020,6,12,10,0,903,918
2020,6,12,10,15,924,920
2020,6,12,10,30,944,924
2020,6,12,10,45,956,918
2020,6,12,11,0,970,921
2020,6,12,11,15,978,921
2020,6,12,11,30,985,922
2020,6,12,11,45,983,908
2020,6,12,12,0,983,908
2020,6,12,12,15,647,185
2020,6,12,12,30,539,92
2020,6,12,12,45,960,907
2020,6,12,13,0,946,905
2020,6,12,13,15,929,901
2020,6,12,13,30,555,137
2020,6,12,13,45,570,169
2020,6,12,14,0,164,4
2020,6,12,14,15,824,863
2020,6,12,14,30,571,260
2020,6,12,14,45,351,45
2020,6,12,15,0,717,819
2020,6,12,15,15,678,806
2020,6,12,15,30,637,792
2020,6,12,15,45,593,766
2020,6,12,16,0,549,747
2020,6,12,16,15,504,727
2020,6,12,16,30,458,703
2020,6,12,16,45,412,680
2020,6,12,17,0,366,652
2020,6,12,17,15,320,618
2020,6,12,17,30,273,578
2020,6,12,17,45,229,544
2020,6,12,18,0,185,490
2020,6,12,18,15,143,426
2020,6,12,18,30,103,351
2020,6,12,18,45,67,263
2020,6,12,19,0,38,173
2020,6,12,19,15,15,66
2020,6,12,19,30,0,0
2020,6,12,19,45,0,0
2020,6,12,20,0,0,0
2020,6,12,20,15,0,0
2020,6,12,20,30,0,0
2020,6,12,20,45,0,0
2020,6,12,21,0,0,0
2020,6,12,21,15,0,0
2020,6,12,21,30,0,0
2020,6,12,21,45,0,0
2020,6,12,22,0,0,0
2020,6,12,22,15,0,0
2020,6,12,22,30,0,0
2020,6,12,22,45,0,0
2020,6,12,23,0,0,0
2020,6,12,23,15,0,0
2020,6,12,23,30,0,0
2020,6,12,23,45,0,0
2020,6,13,0,0,0,0
2020,6,13,0,15,0,0
2020,6,13,0,30,0,0
2020,6,13,0,45,0,0
2020,6,13,1,0,0,0
2020,6,13,1,15,0,0
2020,6,13,1,30,0,0
2020,6,13,1,45,0,0
2020,6,13,2,0,0,0
2020,6,13,2,15,0,0
2020,6,13,2,30,0,0
2020,6,13,2,45,0,0
2020,6,13,3,0,0,0
2020,6,13,3,15,0,0
2020,6,13,3,30,0,0
2020,6,13,3,45,0,0
2020,6,13,4,0,0,0
2020,6,13,4,15,0,0
2020,6,13,4,30,18,113
2020,6,13,4,45,44,246
2020,6,13,5,0,76,356
2020,6,13,5,15,114,446
2020,6,13,5,30,156,519
2020,6,13,5,45,202,592
2020,6,13,6,0,249,642
2020,6,13,6,15,296,685
2020,6,13,6,30,344,721
2020,6,13,6,45,393,757
2020,6,13,7,0,442,784
2020,6,13,7,15,490,807
2020,6,13,7,30,537,827
2020,6,13,7,45,583,847
2020,6,13,8,0,628,862
2020,6,13,8,15,671,876
2020,6,13,8,30,713,888
2020,6,13,8,45,753,901
2020,6,13,9,0,790,911
2020,6,13,9,15,824,919
2020,6,13,9,30,857,926
2020,6,13,9,45,888,941
2020,6,13,10,0,912,943
2020,6,13,10,15,935,948
2020,6,13,10,30,955,952
2020,6,13,10,45,973,957
2020,6,13,11,0,984,956
2020,6,13,11,15,994,958
2020,6,13,11,30,1001,959
2020,6,13,11,45,1004,962
2020,6,13,12,0,1004,962
2020,6,13,12,15,1001,961
2020,6,13,12,30,994,960
2020,6,13,12,45,983,958
2020,6,13,13,0,969,956
2020,6,13,13,15,951,953
2020,6,13,13,30,928,946
2020,6,13,13,45,905,941
2020,6,13,14,0,879,936
2020,6,13,14,15,849,930
2020,6,13,14,30,819,925
2020,6,13,14,45,784,917
2020,6,13,15,0,747,908
2020,6,13,15,15,707,897
2020,6,13,15,30,666,886
2020,6,13,15,45,623,872
2020,6,13,16,0,578,857
2020,6,13,16,15,532,840
2020,6,13,16,30,485,821
2020,6,13,16,45,438,800
2020,6,13,17,0,390,774
2020,6,13,17,15,342,745
2020,6,13,17,30,294,711
2020,6,13,17,45,247,672
2020,6,13,18,0,201,624
2020,6,13,18,15,156,567
2020,6,13,18,30,114,496
2020,6,13,18,45,76,408
2020,6,13,19,0,43,304
2020,6,13,19,15,18,168
2020,6,13,19,30,0,0
2020,6,13,19,45,0,0
2020,6,13,20,0,0,0
2020,6,13,20,15,0,0
2020,6,13,20,30,0,0
2020,6,13,20,45,0,0
2020,6,13,21,0,0,0
2020,6,13,21,15,0,0
2020,6,13,21,30,0,0
2020,6,13,21,45,0,0
2020,6,13,22,0,0,0
2020,6,13,22,15,0,0
2020,6,13,22,30,0,0
2020,6,13,22,45,0,0
2020,6,13,23,0,0,0
2020,6,13,23,15,0,0
2020,6,13,23,30,0,0
2020,6,13,23,45,0,0
2020,6,14,0,0,0,0
2020,6,14,0,15,0,0
2020,6,14,0,30,0,0
2020,6,14,0,45,0,0
2020,6,14,1,0,0,0
2020,6,14,1,15,0,0
2020,6,14,1,30,0,0
2020,6,14,1,45,0,0
2020,6,14,2,0,0,0
2020,6,14,2,15,0,0
2020,6,14,2,30,0,0
2020,6,14,2,45,0,0
2020,6,14,3,0,0,0
2020,6,14,3,15,0,0
2020,6,14,3,30,0,0
2020,6,14,3,45,0,0
2020,6,14,4,0,0,0
2020,6,14,4,15,0,0
2020,6,14,4,30,19,133
2020,6,14,4,45,43,252
2020,6,14,5,0,76,357
2020,6,14,5,15,114,444
2020,6,14,5,30,155,515
2020,6,14,5,45,199,571
2020,6,14,6,0,244,621
